Move Sequence,FEN,Evaluation,WhiteElo,BlackElo,Result,ECO,Opening,TimeControl,Termination
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6,8/5k2/4rpp1/pPK4p/P7/6PP/8/8 w - - 4 44,-12.95,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6,8/5k2/1P2rpp1/p1K4p/P7/6PP/8/8 b - - 0 44,-12.44,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7,8/4k3/1P2rpp1/p1K4p/P7/6PP/8/8 w - - 1 45,4.63,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5,8/4k3/1P2rpp1/pK5p/P7/6PP/8/8 b - - 2 45,-43.62,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6,8/8/1P1krpp1/pK5p/P7/6PP/8/8 w - - 3 46,-45.91,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5,8/8/1P1krpp1/K6p/P7/6PP/8/8 b - - 0 46,-833.3333333333334,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6,8/8/1Pk1rpp1/K6p/P7/6PP/8/8 w - - 1 47,-46.73,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6 a5a6,8/8/KPk1rpp1/7p/P7/6PP/8/8 b - - 2 47,-54.06,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6 a5a6 e6e5,8/8/KPk2pp1/4r2p/P7/6PP/8/8 w - - 3 48,-45.21,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6 a5a6 e6e5 b6b7,8/1P6/K1k2pp1/4r2p/P7/6PP/8/8 b - - 0 48,-45.87,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6 a5a6 e6e5 b6b7 e5e8,4r3/1P6/K1k2pp1/7p/P7/6PP/8/8 w - - 1 49,-50.13,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6 a5a6 e6e5 b6b7 e5e8 a6a7,4r3/KP6/2k2pp1/7p/P7/6PP/8/8 b - - 2 49,-122.73,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6 a5a6 e6e5 b6b7 e5e8 a6a7 c6c7,4r3/KPk5/5pp1/7p/P7/6PP/8/8 w - - 3 50,-46.29,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6 a5a6 e6e5 b6b7 e5e8 a6a7 c6c7 a4a5,4r3/KPk5/5pp1/P6p/8/6PP/8/8 b - - 0 50,-1111.111111111111,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6 a5a6 e6e5 b6b7 e5e8 a6a7 c6c7 a4a5 f6f5,4r3/KPk5/6p1/P4p1p/8/6PP/8/8 w - - 0 51,-47.17,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6 a5a6 e6e5 b6b7 e5e8 a6a7 c6c7 a4a5 f6f5 a5a6,4r3/KPk5/P5p1/5p1p/8/6PP/8/8 b - - 0 51,-1250.0,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6 a5a6 e6e5 b6b7 e5e8 a6a7 c6c7 a4a5 f6f5 a5a6 g6g5,4r3/KPk5/P7/5ppp/8/6PP/8/8 w - - 0 52,-1428.5714285714287,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6 a5a6 e6e5 b6b7 e5e8 a6a7 c6c7 a4a5 f6f5 a5a6 g6g5 b7b8q,1Q2r3/K1k5/P7/5ppp/8/6PP/8/8 b - - 0 52,-2000.0,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6 a5a6 e6e5 b6b7 e5e8 a6a7 c6c7 a4a5 f6f5 a5a6 g6g5 b7b8q e8b8,1r6/K1k5/P7/5ppp/8/6PP/8/8 w - - 0 53,-2500.0,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6 a5a6 e6e5 b6b7 e5e8 a6a7 c6c7 a4a5 f6f5 a5a6 g6g5 b7b8q e8b8 g3g4,1r6/K1k5/P7/5ppp/6P1/7P/8/8 b - - 0 53,-2500.0,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6 a5a6 e6e5 b6b7 e5e8 a6a7 c6c7 a4a5 f6f5 a5a6 g6g5 b7b8q e8b8 g3g4 b8b3,8/K1k5/P7/5ppp/6P1/1r5P/8/8 w - - 1 54,-2500.0,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
e2e4 d7d5 f1c4 d5c4 d1e2 e7e6 e2c4 c7c6 g1f3 f8d6 e1g1 g8e7 d2d4 e8g8 c1g5 b7b5 g5e7 b5c4 e7d8 f8d8 e4e5 d6e7 c2c3 b8a6 b1d2 c8b7 d2c4 a8c8 c4a5 b7a8 b2b4 a6c7 a5c4 c7d5 a1c1 h7h5 f3h4 e7h4 g2g3 h4e7 c4e3 d5e3 f2e3 a7a6 f1f3 d8f8 c1f1 g7g6 h2h3 a8b7 c3c4 c8a8 a2a4 a6a5 b4b5 c6b5 c4b5 b7f3 f1f3 e7b4 e3e4 f8d8 f3d3 a8c8 d4d5 e6d5 e4d5 g8f8 d5d6 f8g7 d3d5 c8c5 d5c5 b4c5 g1g2 c5d6 e5d6 d8d6 g2f3 d6b6 f3e4 f7f6 e4d5 g7f7 d5c5 b6e6 b5b6 f7e7 c5b5 e7d6 b5a5 d6c6 a5a6 e6e5 b6b7 e5e8 a6a7 c6c7 a4a5 f6f5 a5a6 g6g5 b7b8q e8b8 g3g4 b8b3 g4h5,8/K1k5/P7/5ppP/8/1r5P/8/8 b - - 0 54,-2500.0,1505,1550,1-0,B01,Scandinavian Defense,60+0,Time forfeit
d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0.38,1975,1500,1-0,A41,Queen's Pawn,60+0,Normal
d2d4 d7d6,rnbqkbnr/ppp1pppp/3p4/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,0.5,1975,1500,1-0,A41,Queen's Pawn,60+0,Normal
d2d4 d7d6 c1f4,rnbqkbnr/ppp1pppp/3p4/8/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,0.14,1975,1500,1-0,A41,Queen's Pawn,60+0,Normal
d2d4 d7d6 c1f4 e7e6,rnbqkbnr/ppp2ppp/3pp3/8/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 0 3,0.42,1975,1500,1-0,A41,Queen's Pawn,60+0,Normal
d2d4 d7d6 c1f4 e7e6 e2e3,rnbqkbnr/ppp2ppp/3pp3/8/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,0.22,1975,1500,1-0,A41,Queen's Pawn,60+0,Normal
d2d4 d7d6 c1f4 e7e6 e2e3 g7g6,rnbqkbnr/ppp2p1p/3pp1p1/8/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq - 0 4,0.74,1975,1500,1-0,A41,Queen's Pawn,60+0,Normal
d2d4 d7d6 c1f4 e7e6 e2e3 g7g6 g1f3,rnbqkbnr/ppp2p1p/3pp1p1/8/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 1 4,0.68,1975,1500,1-0,A41,Queen's Pawn,60+0,Normal
d2d4 d7d6 c1f4 e7e6 e2e3 g7g6 g1f3 f8g7,rnbqk1nr/ppp2pbp/3pp1p1/8/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 2 5,0.64,1975,1500,1-0,A41,Queen's Pawn,60+0,Normal
d2d4 d7d6 c1f4 e7e6 e2e3 g7g6 g1f3 f8g7 e3e4,rnbqk1nr/ppp2pbp/3pp1p1/8/3PPB2/5N2/PPP2PPP/RN1QKB1R b KQkq - 0 5,0.6,1975,1500,1-0,A41,Queen's Pawn,60+0,Normal
d2d4 d7d6 c1f4 e7e6 e2e3 g7g6 g1f3 f8g7 e3e4 g8e7,rnbqk2r/ppp1npbp/3pp1p1/8/3PPB2/5N2/PPP2PPP/RN1QKB1R w KQkq - 1 6,0.66,1975,1500,1-0,A41,Queen's Pawn,60+0,Normal
d2d4 d7d6 c1f4 e7e6 e2e3 g7g6 g1f3 f8g7 e3e4 g8e7 e4e5,rnbqk2r/ppp1npbp/3pp1p1/4P3/3P1B2/5N2/PPP2PPP/RN1QKB1R b KQkq - 0 6,0.0,1975,1500,1-0,A41,Queen's Pawn,60+0,Normal
d2d4 d7d6 c1f4 e7e6 e2e3 g7g6 g1f3 f8g7 e3e4 g8e7 e4e5 e8g8,rnbq1rk1/ppp1npbp/3pp1p1/4P3/3P1B2/5N2/PPP2PPP/RN1QKB1R w KQ - 1 7,0.22,1975,1500,1-0,A41,Queen's Pawn,60+0,Normal
